player_name,season,team,mp,raptor_offense,raptor_defense,raptor_total,war_total,salary,inf_adj_salary,player_val,3_year_average_val,lr_average_val
Derrick Rose,2018,CLE,308,-3.16,-1.79,-4.96,-0.35,2533488.0,3064645.0,-1401965.48,2684647.44,2991037.81
Derrick Rose,2018,MIN,112,-2.72,-1.05,-3.77,-0.06,2533488.0,3064645.0,-233239.66,2684647.44,2991037.81
Derrick Rose,2019,MIN,1392,2.74,-1.23,1.51,3.01,2176260.0,2559039.0,12955596.7,6956606.83,4651797.63
Derrick Rose,2020,DET,1298,2.58,-2.22,0.36,2.06,7317074.0,8464527.0,10074944.45,7131778.67,5426532.89
Derrick Rose,2021,DET,342,-0.24,-0.04,-0.28,0.43,7682926.0,8830729.0,2278057.37,15490921.04,7678494.02
Derrick Rose,2021,NYK,937,2.72,2.97,5.69,3.99,7682926.0,8830729.0,21164164.61,15490921.04,7678494.02
Derrick Rose,2022,NYK,636,2.14,3.38,5.52,2.66,13445120.0,14663215.0,13123518.28,15546894.9,8283496.72
Terrence Ross,2014,TOR,2159,0.5,-0.05,0.45,3.53,2678640.0,3399130.0,8542070.58,8542070.58,8542070.58
Terrence Ross,2015,TOR,2092,0.28,-1.8,-1.53,1.3,2793960.0,3473486.0,3312857.9,5927464.24,5927464.24
Terrence Ross,2016,TOR,1747,1.09,0.36,1.45,3.71,3553917.0,4412812.0,10426861.82,7427263.43,7427263.43
Terrence Ross,2017,ORL,748,0.05,-0.26,-0.21,0.98,10000000.0,12294144.0,3471030.5,9622766.73,9352592.69
Terrence Ross,2017,TOR,1207,2.34,0.24,2.58,3.29,10000000.0,12294144.0,11657549.97,9622766.73,9352592.69
Terrence Ross,2018,ORL,600,-1.13,1.07,-0.06,0.83,10500000.0,12701375.0,3325917.76,9627120.02,8147257.71
Terrence Ross,2019,ORL,2150,0.9,-0.27,0.63,3.72,10500000.0,12346830.0,15973555.23,11476017.82,9451640.63
Terrence Ross,2020,ORL,1889,0.86,-1.01,-0.15,2.51,12500000.0,14460233.0,12233206.37,10510893.12,9849007.16
Terrence Ross,2021,ORL,1347,-0.66,-1.03,-1.69,0.73,13500000.0,15516854.0,3869425.45,10692062.35,9101559.45
Terrence Ross,2022,ORL,1448,-1.66,-3.41,-5.06,-1.71,12500000.0,13632469.0,-8425587.91,2559014.64,7154098.63
Terry Rozier,2016,BOS,311,-5.15,-2.01,-7.17,-0.7,1824360.0,2265263.0,-1954135.35,-1954135.35,-1954135.35
Terry Rozier,2017,BOS,1263,-1.97,0.24,-1.73,0.65,1906440.0,2343804.0,2294405.62,170135.14,170135.14
Terry Rozier,2018,BOS,2068,0.45,1.42,1.87,4.83,1988520.0,2405422.0,19367488.56,6569252.94,6569252.94
Terry Rozier,2019,BOS,1791,-1.7,-0.13,-1.83,0.83,3050389.0,3586917.0,3558997.16,8406963.78,5816689.0
Terry Rozier,2020,CHA,2164,-0.61,-1.51,-2.12,0.69,19894737.0,23014602.0,3391202.98,8772562.9,5331591.79
Terry Rozier,2021,CHA,2383,2.74,-1.18,1.56,5.22,18900000.0,21723596.0,27718681.88,11556294.01,9062773.48
Terry Rozier,2022,CHA,2458,2.75,0.24,2.99,7.16,17905263.0,19527436.0,35252348.94,22120744.6,12804141.4
Ricky Rubio,2014,MIN,2638,1.88,1.85,3.73,8.82,4002120.0,5078594.0,21339838.16,21339838.16,21339838.16
Ricky Rubio,2015,MIN,692,0.09,5.99,6.08,3.16,5070686.0,6303940.0,8061735.26,14700786.71,14700786.71
Ricky Rubio,2016,MIN,2323,1.32,2.66,3.98,8.04,12700000.0,15769281.0,22556647.29,17319406.9,17319406.9
Ricky Rubio,2017,MIN,2469,1.52,0.35,1.87,5.81,13400000.0,16474152.0,20600250.5,17072877.68,18139617.8
Ricky Rubio,2018,UTA,2254,-0.1,1.34,1.24,4.61,14100000.0,17056133.0,18505726.34,20554208.04,18212839.51
Ricky Rubio,2019,UTA,1899,-0.05,1.23,1.18,3.84,14800000.0,17403151.0,16497141.89,18534372.91,17926889.91
Ricky Rubio,2020,PHO,2016,1.63,-0.05,1.58,4.49,16200000.0,18740462.0,21944059.81,18982309.35,18500771.32
Ricky Rubio,2021,MIN,1772,-1.0,-0.42,-1.42,1.2,17000000.0,19539742.0,6381872.45,14941024.72,16985908.96
Ricky Rubio,2022,CLE,970,0.46,3.58,4.05,3.39,17800000.0,19412636.0,16706659.64,15010863.97,16954881.26
Damjan Rudez,2015,IND,1047,-1.36,-2.8,-4.16,-0.76,1100000.0,1367533.0,-1934938.66,-1934938.66,-1934938.66
Damjan Rudez,2016,MIN,277,-1.4,-3.46,-4.86,-0.3,1149500.0,1427306.0,-840846.69,-1387892.67,-1387892.67
Damjan Rudez,2017,ORL,314,-3.65,-3.75,-7.39,-0.75,980431.0,1205355.0,-2648475.3,-1808086.88,-1808086.88
Brandon Rush,2014,UTA,418,-3.97,-4.66,-8.62,-1.25,4000000.0,5075904.0,-3026555.67,-3026555.67,-3026555.67
Brandon Rush,2015,GSW,271,-6.89,-6.95,-13.84,-1.54,1145685.0,1424329.0,-3935368.57,-3480962.12,-3480962.12
Brandon Rush,2016,GSW,1055,-1.29,-2.95,-4.24,-0.8,1270964.0,1578125.0,-2233228.7,-3065050.98,-3065050.98
Brandon Rush,2017,MIN,1030,-2.31,-0.9,-3.21,-0.24,3500000.0,4302950.0,-849995.03,-2339530.77,-2511286.99
D'Angelo Russell,2016,LAL,2259,-1.67,-1.79,-3.46,-0.82,5103120.0,6336419.0,-2295678.23,-2295678.23,-2295678.23
D'Angelo Russell,2017,LAL,1811,-0.28,-2.54,-2.82,-0.07,5332800.0,6556221.0,-245694.53,-1270686.38,-1270686.38
D'Angelo Russell,2018,BRK,1234,-0.58,-3.53,-4.11,-0.87,5562360.0,6728535.0,-3489999.36,-2010457.37,-2010457.37
D'Angelo Russell,2019,BRK,2448,2.74,-0.58,2.16,6.18,7019698.0,8254383.0,26562287.55,7608864.55,5132728.86
D'Angelo Russell,2020,GSW,1060,3.36,-4.19,-0.82,1.06,27285000.0,31563796.0,5166910.24,10194632.26,5608504.8
D'Angelo Russell,2020,MIN,392,2.15,-2.54,-0.39,0.48,27285000.0,31563796.0,2344698.35,10194632.26,5608504.8
D'Angelo Russell,2021,MIN,1196,1.94,-3.18,-1.24,0.93,28649250.0,32929351.0,4955512.72,13009802.95,5499672.79
D'Angelo Russell,2022,MIN,2077,2.79,-1.03,1.76,4.81,30013500.0,32732650.0,23710675.14,12059265.48,8101244.55
Matt Ryan,2022,BOS,5,-7.76,2.76,-5.01,-0.01,111669.0,121785.0,-29396.48,-29396.48,-29396.48
Domantas Sabonis,2017,OKC,1632,-3.79,1.21,-2.57,0.15,2440200.0,3000017.0,517560.86,517560.86,517560.86
Domantas Sabonis,2018,IND,1810,-1.13,-0.22,-1.34,1.3,2550000.0,3084619.0,5207260.78,2862410.82,2862410.82
Domantas Sabonis,2019,IND,1838,1.18,0.33,1.51,4.0,2659800.0,3127628.0,17205773.28,7643531.64,7643531.64
Domantas Sabonis,2020,IND,2159,1.32,0.06,1.38,4.52,3529554.0,4083053.0,22087954.5,14833662.85,11254637.36
Domantas Sabonis,2021,IND,2231,-0.1,0.38,0.29,3.46,19800000.0,22758053.0,18385416.93,19226381.57,12680793.27
Domantas Sabonis,2022,IND,1632,1.82,2.58,4.4,5.97,18500000.0,20176055.0,29423127.05,25026281.21,16334906.43
Domantas Sabonis,2022,SAC,504,-0.03,1.35,1.32,1.05,18500000.0,20176055.0,5182345.16,25026281.21,16334906.43
Robert Sacre,2014,LAL,1089,-3.99,0.21,-3.78,-0.57,788873.0,1001060.0,-1386625.77,-1386625.77,-1386625.77
Robert Sacre,2015,LAL,1133,-3.58,0.48,-3.1,-0.2,915243.0,1137841.0,-513378.24,-950002.0,-950002.0
Robert Sacre,2016,LAL,320,-3.94,0.12,-3.82,-0.17,981358.0,1218528.0,-487276.85,-795760.29,-795760.29
John Salmons,2014,SAC,445,-2.19,-0.52,-2.71,0.01,7580000.0,9618838.0,19707.73,562184.13,562184.13
John Salmons,2014,TOR,1281,-2.3,-0.1,-2.41,0.22,7580000.0,9618838.0,542476.4,562184.13,562184.13
John Salmons,2015,NOP,270,-2.17,-4.86,-7.03,-0.58,1000000.0,1243212.0,-1489574.47,-463695.17,-463695.17
Luka Samanic,2020,SAS,48,-1.22,4.21,2.99,0.14,2689920.0,3111749.0,683149.85,683149.85,683149.85
Luka Samanic,2021,SAS,308,-2.99,0.78,-2.22,0.08,2824320.0,3246263.0,447650.16,565400.0,565400.0
Brandon Sampson,2019,CHI,214,-3.32,-4.63,-7.96,-0.57,77250.0,90837.0,-2440938.91,-2440938.91,-2440938.91
JaKarr Sampson,2015,PHI,1131,-3.61,-1.16,-4.77,-1.18,507336.0,630726.0,-3007955.93,-3007955.93,-3007955.93
JaKarr Sampson,2016,DEN,469,-3.78,-0.05,-3.83,-0.26,1103547.0,1370247.0,-720395.86,-4170351.16,-4170351.16
JaKarr Sampson,2016,PHI,691,-4.14,-3.25,-7.39,-1.64,1103547.0,1370247.0,-4612350.52,-4170351.16,-4170351.16
JaKarr Sampson,2018,SAC,344,-1.87,2.52,0.65,0.59,77250.0,93445.0,2372517.14,-1480114.62,-1989395.06
JaKarr Sampson,2019,CHI,127,0.97,-0.8,0.17,0.19,85457.0,100487.0,807398.15,1589957.64,-1290196.75
JaKarr Sampson,2020,IND,471,-1.52,1.77,0.25,0.72,1737145.0,2009561.0,3512459.56,2230791.62,-329665.49
JaKarr Sampson,2021,IND,316,-2.53,0.47,-2.06,0.11,1882867.0,2164160.0,589506.27,1636454.66,-176470.2
Larry Sanders,2014,MIL,584,-3.69,1.49,-2.2,0.16,3053368.0,3874651.0,392036.7,392036.7,392036.7
Larry Sanders,2015,MIL,586,-3.18,2.71,-0.47,0.68,11000000.0,13675337.0,1749850.71,1070943.7,1070943.7
Larry Sanders,2017,CLE,13,-6.64,12.49,5.85,0.06,5207722.0,6402448.0,210057.61,979954.16,783981.67
Dario Saric,2017,PHI,2129,-2.14,0.27,-1.87,0.96,2318280.0,2850126.0,3403376.9,3403376.9,3403376.9
Dario Saric,2018,PHI,2310,0.83,-0.39,0.44,3.78,2422560.0,2930461.0,15151981.92,9277679.41,9277679.41
Dario Saric,2019,MIN,1627,0.24,-0.96,-0.72,1.69,2526840.0,2971282.0,7262177.33,8024045.07,8024045.07
Dario Saric,2019,PHI,396,-3.74,-1.02,-4.76,-0.41,2526840.0,2971282.0,-1745400.94,8024045.07,8024045.07
Dario Saric,2020,PHO,1632,-0.35,-0.5,-0.85,1.58,3481985.0,4028025.0,7731327.49,9466695.27,7950865.67
Dario Saric,2021,PHO,871,-1.19,1.55,0.36,1.39,9250000.0,10631918.0,7359028.56,6869044.15,7832498.25
Olivier Sarr,2022,OKC,421,-3.44,-2.34,-5.78,-0.65,223339.0,243572.0,-3197059.92,-3197059.92,-3197059.92
Tomas Satoransky,2017,WAS,719,-2.75,2.83,0.08,1.03,2870813.0,3529418.0,3636615.61,3636615.61,3636615.61
Tomas Satoransky,2018,WAS,1643,1.2,0.07,1.28,3.35,3000000.0,3628964.0,13436422.27,8536518.94,8536518.94
Tomas Satoransky,2019,WAS,2164,0.32,-0.55,-0.23,2.76,3129187.0,3679575.0,11858423.02,9643820.3,9643820.3
Tomas Satoransky,2020,CHI,1878,0.05,0.14,0.19,2.81,10000000.0,11568186.0,13729556.11,13008133.8,10665254.25
Tomas Satoransky,2021,CHI,1307,0.26,-0.13,0.13,1.91,10000000.0,11493966.0,10161088.42,11916355.85,10564421.09
Tomas Satoransky,2022,NOP,481,-4.66,-1.75,-6.42,-0.89,10000000.0,10905975.0,-4374916.73,6713550.14,8178685.22
Tomas Satoransky,2022,SAS,9,-2.73,3.05,0.33,0.01,10000000.0,10905975.0,69466.29,6713550.14,8178685.22
Tomas Satoransky,2022,WAS,416,-0.4,-1.82,-2.22,0.11,10000000.0,10905975.0,555456.33,6713550.14,8178685.22
Jordan Schakel,2022,WAS,30,-9.63,8.76,-0.87,0.03,53176.0,57993.0,142761.38,142761.38,142761.38
Admiral Schofield,2020,WAS,368,-2.0,-3.44,-5.44,-0.5,1000000.0,1156818.0,-2450687.11,-2450687.11,-2450687.11
Admiral Schofield,2022,ORL,469,-3.05,-1.13,-4.17,-0.34,723741.0,789309.0,-1679484.36,-2065085.74,-2065085.74
Luis Scola,2014,IND,1399,-3.34,-0.05,-3.38,-0.45,4500000.0,5710392.0,-1096284.72,-1096284.72,-1096284.72
Luis Scola,2015,IND,1659,0.08,0.62,0.69,2.94,4500000.0,5594456.0,7505992.91,3204854.1,3204854.1
Luis Scola,2016,TOR,1636,-1.13,-1.15,-2.28,0.39,2900000.0,3600859.0,1089209.84,2499639.34,2499639.34
Luis Scola,2017,BRK,461,-1.47,-1.98,-3.46,-0.17,5000000.0,6147072.0,-593061.7,2667380.35,1726464.08
Mike Scott,2014,ATL,1482,-1.77,-2.92,-4.69,-1.47,788872.0,1001059.0,-3547910.66,-3547910.66,-3547910.66
Mike Scott,2015,ATL,1123,-0.75,-1.86,-2.61,0.08,3333333.0,4144041.0,202931.56,-1672489.55,-1672489.55
Mike Scott,2016,ATL,1146,-1.14,-0.94,-2.08,0.39,3333333.0,4138918.0,1095984.61,-749664.83,-749664.83
Mike Scott,2017,ATL,195,-5.4,-0.47,-5.87,-0.31,3333333.0,4098047.0,-1103063.57,65284.2,-838014.52
Mike Scott,2018,WAS,1406,-0.81,-2.17,-2.98,-0.17,1709538.0,2067950.0,-664641.7,-223906.89,-803339.95
Mike Scott,2019,LAC,748,-1.52,-1.08,-2.6,0.06,4320500.0,5080426.0,238084.03,-1468729.89,-1109197.36
Mike Scott,2019,PHI,647,-1.8,-2.99,-4.79,-0.67,4320500.0,5080426.0,-2876568.42,-1468729.89,-1109197.36
Mike Scott,2020,PHI,1207,0.83,-1.65,-0.82,1.18,4767000.0,5514554.0,5770776.44,822550.12,-126343.96
Mike Scott,2021,PHI,852,-2.66,-0.12,-2.79,-0.02,5005350.0,5753132.0,-83363.26,1016309.6,-120971.37
Jay Scrubb,2021,LAC,84,-8.07,-1.98,-10.05,-0.32,449115.0,516211.0,-1675639.4,-1675639.4,-1675639.4
Jay Scrubb,2022,LAC,121,-4.61,0.29,-4.33,-0.1,462629.0,504542.0,-486794.74,-1081217.07,-1081217.07
Thabo Sefolosha,2014,OKC,1584,-1.79,2.34,0.54,2.65,3900000.0,4949006.0,6417902.43,6417902.43,6417902.43
Thabo Sefolosha,2015,ATL,976,0.06,3.98,4.04,3.36,4000000.0,4972850.0,8581939.15,7499920.79,7499920.79
Thabo Sefolosha,2016,ATL,1758,-1.12,2.04,0.93,3.27,4000000.0,4966702.0,9186000.14,8061947.24,8061947.24
Thabo Sefolosha,2017,ATL,1596,-1.61,2.29,0.69,2.8,4000000.0,4917657.0,9907033.67,9224990.99,8523218.85
Thabo Sefolosha,2018,UTA,806,-0.25,3.4,3.16,2.42,5250000.0,6350687.0,9720951.12,9604661.64,8762765.3
Thabo Sefolosha,2019,UTA,609,-1.6,4.15,2.55,1.64,5250000.0,6173415.0,7049588.91,8892524.57,8477235.9
Thabo Sefolosha,2020,HOU,436,-2.33,1.41,-0.92,0.41,2564753.0,2966954.0,1986311.12,6252283.72,7549960.93
Wayne Selden,2017,MEM,189,-4.28,-3.11,-7.39,-0.44,115087.0,141488.0,-1576547.27,-1442425.66,-1442425.66
Wayne Selden,2017,NOP,47,-3.46,2.28,-1.18,0.04,115087.0,141488.0,134121.61,-1442425.66,-1442425.66
Wayne Selden,2018,MEM,692,-0.78,-4.34,-5.12,-0.84,1312611.0,1587806.0,-3376881.12,-2409653.39,-2409653.39
Wayne Selden,2019,CHI,984,-3.33,-3.18,-6.51,-1.89,1544951.0,1816690.0,-8116335.37,-5304413.51,-5304413.51
Wayne Selden,2019,MEM,455,-2.35,-3.39,-5.73,-0.69,1544951.0,1816690.0,-2977598.38,-5304413.51,-5304413.51
Wayne Selden,2022,NYK,19,-7.67,-8.09,-15.76,-0.12,812363.0,885961.0,-615083.62,-615083.62,-4132081.04
Alperen Sengun,2022,HOU,1489,-1.04,-1.27,-2.31,0.34,3214680.0,3505922.0,1664815.72,1664815.72,1664815.72
Kevin Seraphin,2014,WAS,578,-3.13,1.61,-1.52,0.36,2761113.0,3503786.0,872756.25,872756.25,872756.25
Kevin Seraphin,2015,WAS,1235,-2.97,-0.85,-3.82,-0.66,3898691.0,4846901.0,-1696270.96,-411757.36,-411757.36
Kevin Seraphin,2016,NYK,526,-7.68,2.17,-5.51,-0.74,2814000.0,3494075.0,-2077722.33,-967079.01,-967079.01
Kevin Seraphin,2017,IND,559,-3.56,-1.44,-4.99,-0.64,1800000.0,2212945.0,-2254625.76,-2009539.68,-1288965.7
Ramon Sessions,2014,CHA,1305,-0.93,-1.11,-2.04,0.47,5000000.0,6344880.0,1141499.88,2464317.45,2464317.45
Ramon Sessions,2014,MIL,909,2.83,-4.39,-1.57,0.55,5000000.0,6344880.0,1322817.57,2464317.45,2464317.45
Ramon Sessions,2015,SAC,642,-3.6,-4.46,-8.05,-1.72,2077000.0,2582152.0,-4400295.27,405112.23,405112.23
Ramon Sessions,2015,WAS,546,-0.37,1.49,1.11,1.07,2077000.0,2582152.0,2746202.28,405112.23,405112.23
Ramon Sessions,2016,WAS,1667,-0.25,-2.92,-3.18,-0.36,2170465.0,2695013.0,-1018556.57,-69444.04,-69444.04
Ramon Sessions,2017,CHA,811,-1.65,-1.81,-3.46,-0.29,6000000.0,7376486.0,-1040336.0,-1237661.85,-312167.03
Ramon Sessions,2018,NYK,167,-3.14,1.68,-1.46,0.11,2986463.0,3612589.0,442103.3,-607238.7,-202298.33
Ramon Sessions,2018,WAS,225,0.31,-3.5,-3.2,-0.05,2986463.0,3612589.0,-204926.82,-607238.7,-202298.33
Collin Sexton,2019,CLE,2605,-2.84,-5.51,-8.35,-7.38,4073760.0,4790288.0,-31727886.28,-31727886.28,-31727886.28
Collin Sexton,2020,CLE,2143,1.34,-4.65,-3.31,-0.61,4764960.0,5512194.0,-2988304.5,-17358095.39,-17358095.39
Collin Sexton,2021,CLE,2115,0.4,-2.89,-2.48,0.29,4991880.0,5737649.0,1535953.99,-11060078.93,-11060078.93
Collin Sexton,2022,CLE,316,-2.91,-0.09,-3.0,-0.04,6349671.0,6924935.0,-199889.75,-550746.75,-8345031.64
Mustafa Shakur,2014,OKC,11,-17.62,0.11,-17.51,-0.09,46404.0,58885.0,-211825.52,-211825.52,-211825.52
Landry Shamet,2019,LAC,694,1.29,-1.16,0.13,1.02,1705920.0,2005971.0,4397272.32,10714007.45,10714007.45
Landry Shamet,2019,PHI,1108,0.75,-0.9,-0.14,1.47,1705920.0,2005971.0,6316735.13,10714007.45,10714007.45
Landry Shamet,2020,LAC,1452,-0.2,-1.81,-2.01,0.55,1995120.0,2307992.0,2676937.9,6695472.68,6695472.68
Landry Shamet,2021,BRK,1403,-0.59,-0.42,-1.02,1.23,2090040.0,2402284.0,6554900.16,6648615.17,6648615.17
Landry Shamet,2022,PHO,1437,-0.61,0.16,-0.45,1.69,3768342.0,4109744.0,8302511.31,5844783.12,7062089.2
Day'Ron Sharpe,2022,BRK,391,0.98,0.95,1.93,0.94,2009160.0,2191185.0,4633809.12,4633809.12,4633809.12
Marial Shayok,2020,PHI,28,-4.24,-2.87,-7.11,-0.06,79568.0,92045.0,-311963.23,-311963.23,-311963.23
Tornike Shengelia,2014,BRK,137,-4.43,-5.44,-9.87,-0.5,788872.0,1001059.0,-1210346.27,-1467474.9,-1467474.9
Tornike Shengelia,2014,CHI,17,-9.31,-5.6,-14.91,-0.11,788872.0,1001059.0,-257128.63,-1467474.9,-1467474.9
Iman Shumpert,2014,NYK,1962,-0.36,1.05,0.69,3.43,1797600.0,2281111.0,8289331.38,8289331.38,8289331.38
Iman Shumpert,2015,CLE,920,-0.31,3.65,3.34,2.86,2761113.0,3432650.0,7311193.13,8800917.07,8800917.07
Iman Shumpert,2015,NYK,625,-0.59,0.29,-0.3,0.78,2761113.0,3432650.0,2001309.63,8800917.07,8800917.07
Iman Shumpert,2016,CLE,1316,-1.02,1.37,0.35,2.08,8988765.0,11161130.0,5845895.07,7815909.74,7815909.74
Iman Shumpert,2017,CLE,1937,-1.51,0.61,-0.91,1.82,9662922.0,11879735.0,6442201.19,7200199.67,7472482.6
Iman Shumpert,2018,CLE,276,-4.5,0.9,-3.6,-0.12,10337079.0,12504297.0,-484146.24,3934650.01,5881156.83
Iman Shumpert,2019,HOU,382,-4.41,-0.17,-4.59,-0.36,11011234.0,12947984.0,-1540117.15,4563766.55,6189838.14
Iman Shumpert,2019,SAC,1099,-0.35,1.44,1.1,2.16,11011234.0,12947984.0,9273361.86,4563766.55,6189838.14
Iman Shumpert,2021,BRK,11,-15.09,16.41,1.32,0.02,803044.0,923016.0,123965.39,3928605.05,5323284.89
Alexey Shved,2014,MIN,664,-2.3,-0.02,-2.32,0.15,3066667.0,3891527.0,352886.67,352886.67,352886.67
Alexey Shved,2015,HOU,59,-3.37,-6.2,-9.56,-0.21,3198723.0,3976692.0,-528525.59,1025833.0,1025833.0
Alexey Shved,2015,NYK,423,1.87,0.0,1.87,1.0,3198723.0,3976692.0,2558408.62,1025833.0,1025833.0
Alexey Shved,2015,PHI,285,2.13,-5.77,-3.64,-0.13,3198723.0,3976692.0,-331103.7,1025833.0,1025833.0
Pascal Siakam,2017,TOR,859,-3.6,-0.29,-3.89,-0.5,1196040.0,1470428.0,-1761841.14,-1761841.14,-1761841.14
Pascal Siakam,2018,TOR,1679,0.32,0.79,1.11,3.28,1312611.0,1587806.0,13158184.11,5698171.48,5698171.48
Pascal Siakam,2019,TOR,2548,1.64,1.24,2.88,7.3,1544951.0,1816690.0,31385138.77,14260493.91,14260493.91
Pascal Siakam,2020,TOR,2110,0.27,1.05,1.33,4.4,2351838.0,2720650.0,21460446.47,22001256.45,16060482.05
Pascal Siakam,2021,TOR,2006,1.17,-0.75,0.42,3.23,30559200.0,35124641.0,17157813.72,23334466.32,16279948.39
Pascal Siakam,2022,TOR,2578,1.84,0.08,1.92,6.1,33003936.0,35994012.0,30042295.07,22886851.75,18573672.83
Jordan Sibert,2019,ATL,4,12.92,-26.34,-13.42,-0.02,47370.0,55701.0,-92842.41,-92842.41,-92842.41
Xavier Silas,2018,BOS,7,-0.4,18.96,18.56,0.08,74158.0,89705.0,308303.13,308303.13,308303.13
Chris Silva,2020,MIA,346,-1.09,-3.19,-4.27,-0.27,466918.0,540139.0,-1325761.69,-1325761.69,-1325761.69
Chris Silva,2021,MIA,83,-1.51,0.36,-1.15,0.07,1517981.0,1744762.0,365260.75,-583402.92,-583402.92
Chris Silva,2021,SAC,9,-19.61,8.73,-10.88,-0.04,1517981.0,1744762.0,-206304.9,-583402.92,-583402.92
Chris Silva,2022,MIA,88,-2.88,-2.56,-5.44,-0.12,479650.0,523105.0,-597583.72,-649092.3,-649092.3
Chris Silva,2022,MIN,3,-6.8,-20.42,-27.22,-0.04,479650.0,523105.0,-182887.34,-649092.3,-649092.3
Ben Simmons,2018,PHI,2732,1.78,1.88,3.66,9.0,6168840.0,7462167.0,36117535.53,36117535.53,36117535.53
Ben Simmons,2019,PHI,2700,0.78,-1.37,-0.58,3.02,6434520.0,7566278.0,12984272.52,24550904.02,24550904.02
Ben Simmons,2020,PHI,2017,-0.11,2.44,2.32,5.27,8113929.0,9386344.0,25740448.85,24947418.97,24947418.97
Ben Simmons,2021,PHI,1877,0.05,2.12,2.17,4.75,30559200.0,35124641.0,25207631.88,21310784.42,25012472.2
Jonathon Simmons,2016,SAS,813,-0.86,-0.99,-1.84,0.38,525093.0,651995.0,1058059.93,1058059.93,1058059.93
Jonathon Simmons,2017,SAS,1392,-2.45,0.67,-1.78,0.69,874636.0,1075290.0,2431136.47,1744598.2,1744598.2
Jonathon Simmons,2018,ORL,2029,-0.47,-1.94,-2.41,0.35,6300000.0,7620825.0,1403279.15,1630825.18,1630825.18
Jonathon Simmons,2019,ORL,845,-4.12,0.69,-3.43,-0.29,6000000.0,7055331.0,-1261594.08,1071614.73,1068226.03
Jonathon Simmons,2019,PHI,219,1.25,-2.66,-1.41,0.15,6000000.0,7055331.0,642022.66,1071614.73,1068226.03
Kobi Simmons,2018,MEM,643,-3.43,-6.37,-9.8,-2.31,77250.0,93445.0,-9256292.17,-9256292.17,-9256292.17
Kobi Simmons,2019,CLE,2,-10.1,20.12,10.03,0.01,76236.0,89645.0,54299.04,-4600996.57,-4600996.57
Anfernee Simons,2019,POR,141,-2.32,-6.6,-8.91,-0.44,1837800.0,2161048.0,-1911941.55,-1911941.55,-1911941.55
Anfernee Simons,2020,POR,1449,-2.68,-3.35,-6.03,-2.41,2149560.0,2486651.0,-11776842.74,-6844392.14,-6844392.14
Anfernee Simons,2021,POR,1104,0.79,-3.75,-2.96,-0.12,2252040.0,2588487.0,-615003.17,-4767929.15,-4767929.15
Anfernee Simons,2022,POR,1681,2.2,-2.47,-0.27,2.11,3938818.0,4295665.0,10373418.01,-672809.3,-982592.36
Marko Simonovic,2022,CHI,35,-4.89,6.48,1.59,0.08,925258.0,1009084.0,384029.19,384029.19,384029.19
Zavier Simpson,2022,OKC,174,-6.75,-2.76,-9.51,-0.59,37223.0,40595.0,-2918029.3,-2918029.3,-2918029.3
Henry Sims,2014,CLE,168,-7.28,4.14,-3.14,-0.03,788872.0,1001059.0,-81719.29,1835041.04,1835041.04
Henry Sims,2014,PHI,707,0.66,-1.22,-0.56,0.79,788872.0,1001059.0,1916760.33,1835041.04,1835041.04
Henry Sims,2015,PHI,1399,-3.14,-1.9,-5.04,-1.64,915243.0,1137841.0,-4201431.09,-1183195.02,-1183195.02
Henry Sims,2016,BRK,263,-3.06,-6.44,-9.49,-0.91,161633.0,200695.0,-2559024.46,-1641804.84,-1641804.84
Jericho Sims,2022,NYK,555,-2.71,1.76,-0.95,0.51,462629.0,504542.0,2499649.59,2499649.59,2499649.59
Chris Singleton,2014,WAS,250,-5.29,-2.7,-7.99,-0.66,1707720.0,2167055.0,-1606754.64,-1606754.64,-1606754.64
Kyle Singler,2014,DET,2337,-0.01,-0.34,-0.35,2.86,1045000.0,1326080.0,6921544.99,6921544.99,6921544.99
Kyle Singler,2015,DET,1287,-0.95,-0.52,-1.47,0.84,1090000.0,1355101.0,2134910.3,4205459.66,4205459.66
Kyle Singler,2015,OKC,456,-1.85,-1.99,-3.84,-0.25,1090000.0,1355101.0,-645535.96,4205459.66,4205459.66
Kyle Singler,2016,OKC,977,-2.28,-1.21,-3.48,-0.37,4500000.0,5587540.0,-1026319.13,2461533.4,2461533.4
Kyle Singler,2017,OKC,385,-4.3,-0.5,-4.79,-0.4,4837500.0,5947292.0,-1414872.07,-317272.29,1492432.03
Kyle Singler,2018,OKC,59,-7.39,-1.36,-8.75,-0.18,4666500.0,5644854.0,-726980.25,-1056057.15,1048549.58
Deividas Sirvydis,2021,DET,133,-5.0,1.3,-3.69,-0.06,898310.0,1032514.0,-337180.37,-337180.37,-337180.37
Deividas Sirvydis,2022,DET,27,-11.88,10.73,-1.14,0.02,1603559.0,1748837.0,110600.02,-113290.17,-113290.17
Peyton Siva,2014,DET,224,-4.01,-1.96,-5.96,-0.36,490180.0,622026.0,-878039.0,-878039.0,-878039.0
Donald Sloan,2014,IND,392,-3.96,-2.55,-6.5,-0.74,884293.0,1122146.0,-1790357.31,-1790357.31,-1790357.31
Donald Sloan,2015,IND,1107,-1.2,-1.84,-3.04,-0.16,948163.0,1178768.0,-410612.73,-1100485.02,-1100485.02
Donald Sloan,2016,BRK,1318,0.39,-2.27,-1.88,0.58,1015421.0,1260823.0,1631763.2,-189735.61,-189735.61
